"authoredBooks_ISBN",bookAuthors_ID
"9780061703157",51
"9780061782558",51
"9780061990557",51
"9780345538987",51
"9780345538994",51
"9780307743657",52
"9780307743688",52
"9780767908184",53
"9780767919395",53
"9780553804362",54
"9780553804362",55
"9780071809252",56
"9780307346612",57
"9780596007126",57
"9780307346612",58
"9780596007126",58
"9780307346612",59
"9780596007126",59
"9780596007126",60
"9780307346612",61
"9781400049622",62
"9780131103627",63
"9780131103627",64
